time,rssi,distance
1691819,-79,650
1702988,-79,650
1740577,-79,650
1693858,-80,650
1698933,-80,650
1701969,-80,650
1709098,-80,650
1712132,-80,650
1730411,-80,650
1738549,-80,650
1753752,-80,650
1690811,-81,650
1708078,-81,650
1717223,-81,650
1695899,-82,650
1697926,-82,650
1704009,-82,650
1713153,-82,650
1721278,-82,650
1722299,-82,650
1723307,-82,650
1737541,-82,650
1749696,-82,650
1725334,-83,650
1724327,-84,650
1727376,-84,650
1733474,-84,650
1734494,-84,650
1745653,-84,650
1750704,-84,650
1718229,-85,650
1719249,-85,650
1728383,-85,650
1707057,-86,650
1744633,-87,650
1729390,-90,650
1739557,-93,650
1792327,-75,700
1771037,-76,700
1776089,-76,700
1781166,-76,700
1795388,-76,700
1797403,-76,700
1798423,-76,700
1803486,-76,700
1817733,-76,700
1822783,-76,700
1764951,-78,700
1782187,-78,700
1786256,-78,700
1787263,-78,700
1799444,-78,700
1802479,-78,700
1812644,-78,700
1816725,-78,700
1818753,-78,700
1825818,-78,700
1777111,-79,700
1788271,-79,700
1793347,-79,700
1768002,-80,700
1772045,-80,700
1775081,-80,700
1778118,-80,700
1783207,-80,700
1815705,-80,700
1823791,-80,700
1824799,-80,700
1766980,-81,700
1796395,-81,700
1774073,-82,700
1801472,-82,700
1807556,-82,700
1819761,-82,700
1821775,-82,700
1784227,-83,700
1785247,-83,700
1806534,-83,700
1763944,-84,700
1765959,-84,700
1770016,-84,700
1773066,-84,700
1789278,-84,700
1800464,-84,700
1804506,-84,700
1808575,-84,700
1779126,-85,700
1780146,-86,700
1791319,-86,700
1805513,-86,700
1811623,-86,700
1820768,-86,700
1826826,-86,700
1769010,-87,700
1790298,-87,700
1809596,-87,700
1813665,-90,700
1794368,-92,700
1810615,-93,700
1814685,-94,700
1844019,-78,750
1847053,-78,750
1850102,-78,750
1880555,-78,750
1898783,-78,750
1851123,-79,750
1839963,-80,750
1841991,-80,750
1854173,-80,750
1861291,-80,750
1884610,-80,750
1887647,-80,750
1888667,-80,750
1891704,-80,750
1895746,-81,750
1837934,-82,750
1842998,-82,750
1856201,-82,750
1858244,-82,750
1860270,-82,750
1862298,-82,750
1864314,-82,750
1865322,-82,750
1866343,-82,750
1867364,-82,750
1868371,-82,750
1875491,-82,750
1881576,-82,750
1890683,-82,750
1892712,-82,750
1886626,-83,750
1849096,-84,750
1872427,-84,750
1882596,-84,750
1840984,-85,750
1855180,-85,750
1873448,-85,750
1894738,-85,750
1852131,-86,750
1871407,-86,750
1874469,-86,750
1889675,-86,750
1893719,-86,750
1845027,-87,750
1836927,-88,750
1846034,-88,750
1857221,-88,750
1859263,-88,750
1876499,-88,750
1878528,-88,750
1896769,-88,750
1853151,-90,750
1863307,-90,750
1877506,-90,750
1879547,-90,750
1885618,-90,750
1838955,-91,750
1870399,-91,750
1897776,-91,750
1883603,-92,750
1869378,-93,750
1848074,-94,750
127086,0,
128114,0,
129121,0,
130140,0,
131163,0,
132183,0,
133190,0,
134198,0,
135218,0,
136225,0,
137233,0,
138254,0,
139260,0,
140268,0,
141289,0,
142297,0,
143317,0,
144326,0,
145333,0,
146340,0,
147361,0,
148368,0,
149375,0,
150382,0,
151403,0,
152423,0,
153430,0,
154438,0,
225169,0,
226189,0,
227197,0,
228204,0,
229211,0,
230233,0,
231240,0,
232247,0,
233268,0,
234288,0,
235296,0,
236302,0,
237310,0,
238331,0,
239352,0,
240359,0,
241367,0,
242373,0,
243381,0,
244402,0,
245410,0,
246430,0,
247438,0,
248445,0,
249451,0,
250460,0,
251466,0,
252474,0,
253495,0,
254515,0,
255523,0,
256543,0,
257564,0,
258572,0,
259593,0,
260613,0,
261633,0,
262641,0,
263647,0,
264654,0,
265662,0,
323512,0,
324519,0,
325526,0,
326534,0,
327542,0,
328549,0,
329556,0,
330564,0,
331572,0,
332579,0,
333600,0,
334620,0,
335628,0,
336647,0,
337656,0,
338663,0,
339682,0,
340690,0,
341698,0,
342706,0,
343726,0,
344733,0,
345753,0,
346761,0,
347768,0,
348790,0,
349810,0,
415683,0,
416690,0,
417697,0,
418717,0,
419724,0,
420732,0,
421738,0,
422759,0,
423767,0,
424774,0,
425794,0,
426816,0,
427836,0,
493678,0,
494698,0,
495705,0,
496725,0,
497746,0,
498767,0,
499788,0,
500809,0,
501830,0,
502837,0,
503857,0,
504878,0,
505897,0,
506905,0,
507927,0,
508934,0,
509955,0,
510962,0,
511969,0,
512977,0,
513985,0,
514992,0,
515999,0,
517019,0,
583826,0,
584847,0,
585867,0,
586874,0,
587894,0,
588902,0,
589923,0,
590930,0,
591938,0,
592945,0,
593965,0,
594985,0,
596006,0,
597013,0,
598020,0,
599040,0,
600048,0,
601055,0,
602075,0,
603095,0,
604115,0,
672029,0,
673049,0,
674070,0,
675090,0,
676113,0,
677133,0,
678140,0,
679148,0,
680156,0,
681176,0,
682197,0,
683204,0,
684211,0,
685231,0,
686239,0,
687246,0,
688266,0,
689287,0,
690294,0,
691302,0,
692310,0,
758071,0,
759078,0,
760085,0,
761093,0,
762100,0,
763108,0,
764116,0,
765136,0,
766144,0,
767165,0,
768186,0,
769193,0,
770214,0,
771221,0,
772241,0,
773249,0,
774257,0,
775277,0,
776297,0,
777317,0,
778338,0,
779346,0,
780367,0,
781374,0,
782381,0,
783389,0,
784411,0,
785431,0,
786453,0,
787460,0,
788481,0,
789489,0,
790509,0,
791516,0,
792524,0,
793545,0,
794565,0,
795573,0,
796592,0,
797600,0,
798608,0,
799629,0,
800635,0,
801656,0,
802676,0,
803696,0,
804704,0,
805726,0,
806733,0,
807740,0,
808748,0,
874534,0,
875555,0,
876575,0,
877583,0,
878605,0,
879625,0,
880647,0,
881654,0,
882676,0,
883684,0,
884691,0,
885698,0,
886718,0,
887726,0,
888748,0,
889769,0,
890777,0,
891784,0,
892791,0,
893799,0,
894819,0,
895839,0,
896860,0,
897867,0,
898888,0,
899908,0,
900928,0,
901947,0,
902967,0,
903988,0,
904995,0,
906003,0,
907011,0,
908031,0,
909039,0,
910058,0,
911066,0,
912086,0,
913108,0,
914129,0,
915137,0,
916157,0,
917164,0,
918185,0,
919207,0,
920215,0,
921235,0,
922255,0,
923262,0,
924271,0,
925278,0,
926285,0,
984001,0,
985008,0,
986029,0,
987050,0,
988057,0,
989065,0,
990072,0,
991080,0,
992088,0,
993095,0,
994102,0,
995110,0,
996130,0,
997150,0,
998158,0,
999179,0,
1000186,0,
1001206,0,
1002226,0,
1003247,0,
1004254,0,
1005275,0,
1006296,0,
1007316,0,
1008336,0,
1009343,0,
1010364,0,
1011385,0,
1012392,0,
1013399,0,
1014407,0,
1015427,0,
1016448,0,
1017468,0,
1018475,0,
1019495,0,
1020516,0,
1021523,0,
1022532,0,
1023552,0,
1024573,0,
1025579,0,
1026587,0,
1027608,0,
1028615,0,
1029622,0,
1030643,0,
1031651,0,
1032658,0,
1033679,0,
1034686,0,
1035707,0,
1036728,0,
1037736,0,
1038756,0,
1039763,0,
1040784,0,
1041804,0,
1042812,0,
1043819,0,
1044827,0,
1045834,0,
1046842,0,
1047862,0,
1048883,0,
1049890,0,
1050898,0,
1051906,0,
1052913,0,
1053933,0,
1054952,0,
1055960,0,
1056967,0,
1057975,0,
1058996,0,
1060003,0,
1061024,0,
1062045,0,
1063067,0,
1064075,0,
1065083,0,
1066090,0,
1067110,0,
1068118,0,
1069126,0,
1070146,0,
1071167,0,
1072174,0,
1073182,0,
1074202,0,
1075210,0,
1076230,0,
1077239,0,
1078247,0,
1079268,0,
1080290,0,
1081297,0,
1082304,0,
1083325,0,
1084345,0,
1085365,0,
1086373,0,
1087380,0,
1088388,0,
1089396,0,
1090416,0,
1091424,0,
1092444,0,
1093464,0,
1094485,0,
1095492,0,
1096512,0,
1097532,0,
1098540,0,
1099561,0,
1100567,0,
1101575,0,
1102583,0,
1103590,0,
1104598,0,
1105619,0,
1106639,0,
1107647,0,
1108655,0,
1109662,0,
1110685,0,
1111693,0,
1112700,0,
1113721,0,
1114728,0,
1115736,0,
1116756,0,
1117763,0,
1118771,0,
1119778,0,
1120786,0,
1121806,0,
1122813,0,
1123821,0,
1124828,0,
1125848,0,
1126855,0,
1127863,0,
1128885,0,
1129893,0,
1130901,0,
1131907,0,
1132915,0,
1133923,0,
1134943,0,
1135950,0,
1136958,0,
1137979,0,
1138998,0,
1140021,0,
1141029,0,
1142036,0,
1143058,0,
1144079,0,
1145099,0,
1146119,0,
1147140,0,
1148161,0,
1149183,0,
1150190,0,
1151197,0,
1152219,0,
1153239,0,
1154246,0,
1155253,0,
1156261,0,
1157269,0,
1158288,0,
1159309,0,
1160329,0,
1161351,0,
1162358,0,
1163366,0,
1164387,0,
1165394,0,
1166415,0,
1167422,0,
1168430,0,
1169438,0,
1170445,0,
1171452,0,
1172473,0,
1173493,0,
1174501,0,
1175521,0,
1176540,0,
1177548,0,
1178569,0,
1179576,0,
1180584,0,
1181604,0,
1182626,0,
1183633,0,
1184640,0,
1185648,0,
1186669,0,
1187676,0,
1188683,0,
1189703,0,
1190711,0,
1191718,0,
1192725,0,
1193733,0,
1194740,0,
1195748,0,
1196768,0,
1197789,0,
1198809,0,
1199817,0,
1200836,0,
1201844,0,
1202851,0,
1203859,0,
1204879,0,
1205886,0,
1206893,0,
1207914,0,
1208934,0,
1209941,0,
1210949,0,
1211956,0,
1212976,0,
1213997,0,
1215004,0,
1216025,0,
1217032,0,
1284049,0,
1285057,0,
1286078,0,
1287085,0,
1288093,0,
1289114,0,
1290122,0,
1291143,0,
1292150,0,
1355920,0,
1356940,0,
1357948,0,
1358956,0,
1359963,0,
1360984,0,
1361992,0,
1362998,0,
1364006,0,
1365014,0,
1366021,0,
1367041,0,
1368061,0,
1369069,0,
1370089,0,
1371109,0,
1372130,0,
1373151,0,
1374158,0,
1375165,0,
1376173,0,
1377181,0,
1378200,0,
1379222,0,
1380230,0,
1381238,0,
1382258,0,
1446192,0,
1447212,0,
1448234,0,
1449254,0,
1450262,0,
1451283,0,
1452291,0,
1453298,0,
1454319,0,
1455339,0,
1456347,0,
1457353,0,
1458374,0,
1459395,0,
1460414,0,
1461422,0,
1462429,0,
1463449,0,
1464468,0,
1465489,0,
1529394,0,
1530415,0,
1531435,0,
1532457,0,
1533479,0,
1534486,0,
1535508,0,
1536529,0,
1537548,0,
1538555,0,
1603493,0,
1604500,0,
1605520,0,
1606539,0,
1607560,0,
1608567,0,
1609587,0,
1610595,0,
1611615,0,
1612622,0,
1613643,0,
1678644,0,
1679664,0,
1680672,0,
1681680,0,
1682700,0,
